spines,branch_third,condition,compartment,peak_voltage
20,1,SAAred,dend,61.86911087254707
20,1,SAAred,dend,63.856304094223695
20,1,SAAred,dend,65.4379099473441
20,1,SAAred,dend,66.00630322728213
20,1,SAAred,dend,62.66127380368532
20,1,SAAred,dend,65.82564276061449
20,1,SAAred,dend,66.06608711826888
20,1,SAAred,dend,66.64898869335042
20,1,SAAred,dend,65.14771465231746
20,1,SAAred,dend,64.47441438133328
20,1,SAAred,dend,65.5007755279376
20,1,SAAred,dend,60.31214924862702
20,1,SAAred,dend,64.58066005063289
20,1,SAAred,dend,64.28214373546386
20,1,SAAred,dend,65.51355710251748
20,1,SAAred,dend,64.9643096481138
20,1,SAAred,dend,64.42207164290807
20,1,SAAred,dend,62.169764044253874
20,1,SAAred,dend,64.483610289443
20,1,SAAred,dend,64.81024640052262
20,1,SAAred,dend,64.16324762155242
20,1,SAAred,dend,66.0943488305025
20,1,SAAred,dend,63.33290946081882
20,1,SAAred,dend,66.12443028742427
20,1,SAAred,dend,65.22285004669114
20,1,SAAred,dend,63.27379901511111
20,1,SAAred,dend,64.92312488075144
20,1,SAAred,dend,65.09530975260694
20,1,SAAred,dend,63.80946989054981
20,1,SAAred,dend,65.03131096336014
20,1,SAAred,dend,63.60942723440098
20,1,SAAred,dend,65.25576589750894
20,1,SAAred,dend,62.7023432186273
20,1,SAAred,dend,65.38618183531669
20,1,SAAred,dend,64.39057444946486
20,1,SAAred,dend,64.73263460027883
20,1,SAAred,dend,61.767611585943925
20,1,SAAred,dend,63.971514602061816
20,1,SAAred,dend,64.73321517917601
20,1,SAAred,dend,65.273054476662
20,1,SAAred,dend,65.04602369563072
20,1,SAAred,dend,66.41662295126457
20,1,SAAred,dend,61.97593641742363
20,1,SAAred,dend,63.124891145835484
20,1,SAAred,dend,63.60707834667021
20,1,SAAred,dend,65.87633757714183
20,1,SAAred,dend,60.30314183494942
20,1,SAAred,dend,65.96252825911114
20,1,SAAred,dend,65.01161058569481
20,1,SAAred,dend,63.25337417590872
20,1,SAAred,dend,64.00621278495203
20,1,SAAred,dend,63.49439435293547
20,1,SAAred,dend,63.81049667023784
20,1,SAAred,dend,62.44022409732607
20,1,SAAred,dend,66.50182333214384
20,1,SAAred,dend,65.025574522368
20,1,SAAred,dend,64.5600554303291
20,1,SAAred,dend,67.15970560128082
20,1,SAAred,dend,66.20028995423162
20,1,SAAred,dend,66.65847658695773
20,1,SAAred,dend,66.50571636850613
20,1,SAAred,dend,65.66845081209681
20,1,SAAred,dend,65.5862747595486
20,1,SAAred,dend,64.96596377418442
20,1,SAAred,dend,65.145722855926
20,1,SAAred,dend,65.25051990723875
20,1,SAAred,dend,66.08933159169491
20,1,SAAred,dend,62.38674597908018
20,1,SAAred,dend,66.69113255647467
20,1,SAAred,dend,64.59645160056263
20,1,SAAred,dend,65.03730946282977
20,1,SAAred,dend,65.37798709868706
20,1,SAAred,dend,65.67136974245203
20,1,SAAred,dend,65.43383631430484
20,1,SAAred,dend,65.78924047393413
20,1,SAAred,dend,63.11635237145414
20,1,SAAred,dend,64.57912212623586
20,1,SAAred,dend,66.24131148705538
20,1,SAAred,dend,66.64708755495134
20,1,SAAred,dend,64.88245863684708
20,1,SAAred,dend,61.6803309458591
20,1,SAAred,dend,64.3850290927038
20,1,SAAred,dend,66.18235005774953
20,1,SAAred,dend,64.92960306396515
20,1,SAAred,dend,65.65821371932545
20,1,SAAred,dend,65.12163636261457
20,1,SAAred,dend,65.9386818217409
20,1,SAAred,dend,65.21287013339995
20,1,SAAred,dend,63.0089495892416
20,1,SAAred,dend,62.393200400150405
20,1,SAAred,dend,64.95861266000588
20,2,WT,soma,4.243422901843907
20,2,WT,soma,4.023083746467428
20,2,WT,soma,4.379836256795066
20,2,WT,soma,3.783003395422398
20,2,WT,soma,4.450687143449763
20,2,WT,soma,4.614751539516519
20,2,WT,soma,4.357579980115354
20,2,WT,soma,4.045532778520162
20,2,WT,soma,4.416476556316098
20,2,WT,soma,4.361137277660909
20,2,WT,soma,5.2177177366389955
20,2,WT,soma,4.836216084479673
20,2,WT,soma,4.813180641811265
20,2,WT,soma,5.168400020876177
20,2,WT,soma,3.9398806182502852
20,2,WT,soma,4.184426164702856
20,2,WT,soma,4.857126708314489
20,2,WT,soma,4.146790751847426
20,2,WT,soma,4.118716203785958
20,2,WT,soma,4.222604836852838
20,2,WT,soma,3.8567821176990975
20,2,WT,soma,4.386650880087174
20,2,WT,soma,4.416123242462376
20,2,WT,soma,4.4707567220924105
20,2,WT,soma,4.188380738829082
20,2,WT,soma,3.7115212967729647
20,2,WT,soma,4.641496214683464
20,2,WT,soma,3.9909541027353157
20,2,WT,soma,3.6507821069334554
20,2,WT,soma,4.6342067179555215
20,2,WT,soma,4.601338164327615
20,2,WT,soma,4.228131952656199
20,2,WT,soma,4.368906462926027
20,2,WT,soma,4.555110861794319
20,2,WT,soma,4.210357013833232
20,2,WT,soma,4.448478236406842
20,2,WT,soma,4.155740914042461
20,2,WT,soma,4.619786396274989
20,2,WT,soma,3.962240622199836
20,2,WT,soma,4.937033654794803
20,2,WT,soma,4.416359018984224
20,2,WT,soma,4.944154976566672
20,2,WT,soma,4.708229907189512
20,2,WT,soma,3.657533239369897
20,2,WT,soma,4.750871653137004
20,2,WT,soma,3.7676691824061876
20,2,WT,soma,5.173453753615092
20,2,WT,soma,4.127704296827957
20,2,WT,soma,4.967079898606414
20,2,WT,soma,4.556475909784396
20,2,WT,soma,4.463003021481427
20,2,WT,soma,5.115424622550833
20,2,WT,soma,4.584323295461736
20,2,WT,soma,4.341540134243878
20,2,WT,soma,4.120422062760362
20,2,WT,soma,5.482230704262157
20,2,WT,soma,4.554726446178407
20,2,WT,soma,5.055911293071546
20,2,WT,soma,5.658648012174005
20,2,WT,soma,4.7837882907287295
20,2,WT,soma,3.680768269854056
20,2,WT,soma,3.7760427180990064
20,2,WT,soma,4.342433593498654
20,2,WT,soma,4.3057593856788685
20,2,WT,soma,4.304187953263266
20,2,WT,soma,5.154365287476857
20,2,WT,soma,4.309711715644227
20,2,WT,soma,3.8648962117009162
20,2,WT,soma,4.847333192606328
20,2,WT,soma,4.317298808608385
20,2,WT,soma,4.420075777198647
20,2,WT,soma,4.819546704235428
20,2,WT,soma,4.743221730455232
20,2,WT,soma,3.9359654971169036
20,2,WT,soma,4.326529094067425
20,2,WT,soma,4.709067606063321
20,2,WT,soma,3.8054954789617312
20,2,WT,soma,4.33287301397403
20,2,WT,soma,4.49148437071446
20,2,WT,soma,4.308041113963199
20,2,WT,soma,4.878859118383282
20,2,WT,soma,4.375872526964422
20,2,WT,soma,3.9043001750098654
20,2,WT,soma,4.5812797240071035
20,2,WT,soma,4.259694051350323
20,2,WT,soma,4.586940923740364
20,2,WT,soma,4.541485414432962
20,2,WT,soma,4.342699013656542
20,2,WT,soma,4.556068089279776
20,2,WT,soma,3.8690577148129037
20,2,WT,soma,4.531793352036615
20,2,WT,soma,4.546108479864252
20,2,WT,soma,4.179737065514587
20,2,WT,soma,4.108605033949374
20,2,WT,soma,5.199354581590384
20,2,WT,soma,4.195811006845261
20,2,WT,soma,4.8405400930442255
20,2,WT,soma,5.264362470291417
20,2,WT,soma,4.225298771136856
20,2,WT,soma,5.229316229690454
20,2,WT,dend,65.5376474570956
20,2,WT,dend,65.19339238562867
20,2,WT,dend,67.17238354943078
20,2,WT,dend,67.48174995432584
20,2,WT,dend,67.48775811407918
20,2,WT,dend,67.14475921137975
20,2,WT,dend,66.1296804881307
20,2,WT,dend,67.4986409074327
20,2,WT,dend,66.0644285610951
20,2,WT,dend,64.80109220455462
20,2,WT,dend,66.80119788215865
20,2,WT,dend,67.28505665328139
20,2,WT,dend,67.35031194193087
20,2,WT,dend,66.01729994892844
20,2,WT,dend,66.56025946136573
20,2,WT,dend,66.16196665031349
20,2,WT,dend,65.61576557747674
20,2,WT,dend,66.28648750902585
20,2,WT,dend,66.5916956695407
20,2,WT,dend,65.43144676408978
20,2,WT,dend,66.4339394289977
20,2,WT,dend,66.50429186148112
20,2,WT,dend,66.53071062023949
20,2,WT,dend,65.92676250766347
20,2,WT,dend,64.84768483171655
20,2,WT,dend,66.49241532303043
20,2,WT,dend,66.56625573532797
20,2,WT,dend,66.35425656115443
20,2,WT,dend,64.8482788253112
20,2,WT,dend,67.33005789163032
20,2,WT,dend,67.79914765283849
20,2,WT,dend,65.7027910791421
20,2,WT,dend,67.04441686602
20,2,WT,dend,67.4554157372982
20,2,WT,dend,66.88572725816906
20,2,WT,dend,67.90453798318386
20,2,WT,dend,65.97560670918116
20,2,WT,dend,66.1160544119155
20,2,WT,dend,66.95158299848988
20,2,WT,dend,67.8168394327357
20,2,WT,dend,65.55862550705025
20,2,WT,dend,67.12704876797916
20,2,WT,dend,66.39335145804021
20,2,WT,dend,64.02735918824226
20,2,WT,dend,67.21910435119636
20,2,WT,dend,66.15970303146258
20,2,WT,dend,64.34511194103051
20,2,WT,dend,66.8072210360805
20,2,WT,dend,67.03252221581191
20,2,WT,dend,65.67108638051657
20,2,WT,dend,66.72284297537522
20,2,WT,dend,67.23615967302429
20,2,WT,dend,66.56347559977584
20,2,WT,dend,67.77144919839317
20,2,WT,dend,66.30372094764986
20,2,WT,dend,62.402062311729736
20,2,WT,dend,67.68738576652234
20,2,WT,dend,66.02636030562599
20,2,WT,dend,64.66880561421507
20,2,WT,dend,67.47138973651224
20,2,WT,dend,65.93799342460574
20,2,WT,dend,66.41529402943452
20,2,WT,dend,65.79297064392301
20,2,WT,dend,66.64166365609206
20,2,WT,dend,65.39790346469907
20,2,WT,dend,67.03148138427478
20,2,WT,dend,66.17464058809693
20,2,WT,dend,63.76520918230037
20,2,WT,dend,66.1630346273756
20,2,WT,dend,65.0062479224701
20,2,WT,dend,67.31664827815752
20,2,WT,dend,66.68302548451288
20,2,WT,dend,67.32309044510335
20,2,WT,dend,65.40102478059569
20,2,WT,dend,65.20641525520142
20,2,WT,dend,67.11382061607164
20,2,WT,dend,66.60388889955206
20,2,WT,dend,67.70136672562383
20,2,WT,dend,67.09968138354763
20,2,WT,dend,66.62272145336237
20,2,WT,dend,67.73708549191136
20,2,WT,dend,67.03224289929791
20,2,WT,dend,66.11139623657469
20,2,WT,dend,67.00400977512615
20,2,WT,dend,65.96959317708057
20,2,WT,dend,67.17486382898312
20,2,WT,dend,67.51122498406255
20,2,WT,dend,67.02847966798637
20,2,WT,dend,67.83613864787257
20,2,WT,dend,66.4441590927864
20,2,WT,dend,67.67827183451958
20,2,WT,dend,67.35221679493067
20,2,WT,dend,67.07955649033832
20,2,WT,dend,67.1429710589743
20,2,WT,dend,66.94021440862083
20,2,WT,dend,67.25301675721333
20,2,WT,dend,66.945438357186
20,2,WT,dend,65.22894445907953
20,2,WT,dend,67.56072924591929
20,2,WT,dend,66.15510598852944
20,2,plaque,soma,4.1149151576302785
20,2,plaque,soma,5.343230947294714
20,2,plaque,soma,4.614607443970037
20,2,plaque,soma,4.546034180399481
20,2,plaque,soma,4.981536734437626
20,2,plaque,soma,4.607881365373061
20,2,plaque,soma,4.421377464049243
20,2,plaque,soma,3.6204683195117084
20,2,plaque,soma,5.256743806664026
20,2,plaque,soma,5.000651193390247
20,2,plaque,soma,5.049184852178776
20,2,plaque,soma,4.8687629680598405
20,2,plaque,soma,4.1601621614634325
20,2,plaque,soma,4.288776337565508
20,2,plaque,soma,5.354848811263757
20,2,plaque,soma,3.874409329084216
20,2,plaque,soma,4.018134316575434
20,2,plaque,soma,4.04961165279601
20,2,plaque,soma,4.058330410346478
20,2,plaque,soma,4.655520974606148
20,2,plaque,soma,4.6309941936569174
20,2,plaque,soma,4.242496655494101
20,2,plaque,soma,4.207960824606744
20,2,plaque,soma,3.955241184510861
20,2,plaque,soma,4.96524069282092
20,2,plaque,soma,4.951010741229538
20,2,plaque,soma,4.681951830451872
20,2,plaque,soma,4.5460765167104356
20,2,plaque,soma,4.813117443517932
20,2,plaque,soma,4.523281019549273
20,2,plaque,soma,3.939837454470954
20,2,plaque,soma,4.946636868047271
20,2,plaque,soma,4.899635512722959
20,2,plaque,soma,4.304518414472803
20,2,plaque,soma,4.499175367185728
20,2,plaque,soma,4.70941500574537
20,2,plaque,soma,4.132781774823428
20,2,plaque,soma,4.60571208286234
20,2,plaque,soma,4.898326925670368
20,2,plaque,soma,4.7586088873035735
20,2,plaque,soma,3.9050677770707907
20,2,plaque,soma,4.762278470916456
20,2,plaque,soma,4.516019764438546
20,2,plaque,soma,3.6160355187016506
20,2,plaque,soma,4.669972106254306
20,2,plaque,soma,4.278090670311535
20,2,plaque,soma,3.926285792449896
20,2,plaque,soma,4.653828414297344
20,2,plaque,soma,4.818541159367861
20,2,plaque,soma,4.1975995196083105
20,2,plaque,soma,4.335137231317731
20,2,plaque,soma,4.969358332135897
20,2,plaque,soma,3.641948688940694
20,2,plaque,soma,3.9381030879446755
20,2,plaque,soma,4.28602990509502
20,2,plaque,soma,4.567612791221066
20,2,plaque,soma,4.569990122024265
20,2,plaque,soma,3.9176244475551556
20,2,plaque,soma,4.333014598933332
20,2,plaque,soma,4.630885507157096
20,2,plaque,soma,4.358946053243059
20,2,plaque,soma,5.175417362201628
20,2,plaque,soma,4.397104810336813
20,2,plaque,soma,4.648304632433749
20,2,plaque,soma,4.675853524173547
20,2,plaque,soma,4.836981213971207
20,2,plaque,soma,4.299255251789042
20,2,plaque,soma,5.120886999997907
20,2,plaque,soma,5.531578567006491
20,2,plaque,soma,4.413489734542175
20,2,plaque,soma,4.7150914893818126
20,2,plaque,soma,4.202297413774083
20,2,plaque,soma,4.743232247139986
20,2,plaque,soma,3.828541121744898
20,2,plaque,soma,5.617649172138599
20,2,plaque,soma,5.217549640998193
20,2,plaque,soma,5.145365831651027
20,2,plaque,soma,3.8941041233712355
20,2,plaque,soma,4.273775822201536
20,2,plaque,soma,4.900971498787079
20,2,plaque,soma,4.412014793578251
20,2,plaque,soma,4.390382619312064
20,2,plaque,soma,5.095031561488703
20,2,plaque,soma,5.176127897200885
20,2,plaque,soma,4.3868768850468385
20,2,plaque,soma,5.330836572036198
20,2,plaque,soma,3.962371700438702
20,2,plaque,soma,4.95928917907365
20,2,plaque,soma,4.9108540409658445
20,2,plaque,soma,3.931815418262822
20,2,plaque,soma,3.9454613055545735
20,2,plaque,soma,4.823303987206501
20,2,plaque,soma,3.9530305557028598
20,2,plaque,soma,5.505579782222398
20,2,plaque,soma,4.589731270611374
20,2,plaque,soma,4.5805100837442865
20,2,plaque,soma,4.115489019366173
20,2,plaque,soma,3.9338900745101952
20,2,plaque,soma,3.991575035675467
20,2,plaque,soma,4.678377131812283
20,2,plaque,dend,63.96457084499595
20,2,plaque,dend,67.8145817385028
20,2,plaque,dend,65.42812021660818
20,2,plaque,dend,67.37458724797928
20,2,plaque,dend,66.5150393271468
20,2,plaque,dend,67.89795717423306
20,2,plaque,dend,67.29253901859504
20,2,plaque,dend,65.80168070733156
20,2,plaque,dend,66.73431174735191
20,2,plaque,dend,68.03568266899588
20,2,plaque,dend,67.4863725762462
20,2,plaque,dend,67.1664666621209
20,2,plaque,dend,60.82443774576732
20,2,plaque,dend,66.38891467846676
20,2,plaque,dend,67.37274393342084
20,2,plaque,dend,66.69570636421082
20,2,plaque,dend,66.81373337208946
20,2,plaque,dend,66.17286008182926
20,2,plaque,dend,67.57868728052891
20,2,plaque,dend,66.23589168643572
20,2,plaque,dend,66.96637885155127
20,2,plaque,dend,66.60786957425235
20,2,plaque,dend,64.64747764179701
20,2,plaque,dend,67.55159050864665
20,2,plaque,dend,67.13133217839895
20,2,plaque,dend,66.70947129132016
20,2,plaque,dend,67.38551192661444
20,2,plaque,dend,67.31702442391602
20,2,plaque,dend,67.3677747612696
20,2,plaque,dend,67.70852948677825
20,2,plaque,dend,66.56323792653382
20,2,plaque,dend,66.77436474995756
20,2,plaque,dend,67.31077630121581
20,2,plaque,dend,67.11084769292981
20,2,plaque,dend,66.94609496225162
20,2,plaque,dend,66.75292405285762
20,2,plaque,dend,66.50009896141201
20,2,plaque,dend,67.31750363333137
20,2,plaque,dend,66.66197634985929
20,2,plaque,dend,67.42086693749268
20,2,plaque,dend,67.28778070928011
20,2,plaque,dend,67.95558231128437
20,2,plaque,dend,65.31852378291018
20,2,plaque,dend,63.709660419235696
20,2,plaque,dend,66.52501710584615
20,2,plaque,dend,67.1104571594464
20,2,plaque,dend,64.3757302800045
20,2,plaque,dend,66.23691146760319
20,2,plaque,dend,66.62536273189883
20,2,plaque,dend,65.08442821790983
20,2,plaque,dend,65.50720661374942
20,2,plaque,dend,67.79854300082121
20,2,plaque,dend,66.07006777142135
20,2,plaque,dend,65.60569798639379
20,2,plaque,dend,66.87088551446666
20,2,plaque,dend,67.18900706419099
20,2,plaque,dend,66.08974922936278
20,2,plaque,dend,65.94296920977554
20,2,plaque,dend,67.59981806710977
20,2,plaque,dend,66.8265226323526
20,2,plaque,dend,66.92685060393796
20,2,plaque,dend,66.74585113340197
20,2,plaque,dend,66.82751740331608
20,2,plaque,dend,66.5805181658981
20,2,plaque,dend,66.35631033075752
20,2,plaque,dend,67.34211805591507
20,2,plaque,dend,67.53951868321991
20,2,plaque,dend,67.92503683628092
20,2,plaque,dend,67.66769898604018
20,2,plaque,dend,65.14285741990464
20,2,plaque,dend,66.86970518799926
20,2,plaque,dend,66.83542767446512
20,2,plaque,dend,67.24724053700076
20,2,plaque,dend,62.888676032178374
20,2,plaque,dend,68.04156931503017
20,2,plaque,dend,66.74315621252876
20,2,plaque,dend,68.03395166640796
20,2,plaque,dend,66.74437782716622
20,2,plaque,dend,64.64179134878246
20,2,plaque,dend,66.47308108131386
20,2,plaque,dend,65.54885926434572
20,2,plaque,dend,66.73877484530956
20,2,plaque,dend,65.83654571485907
20,2,plaque,dend,68.17517708593967
20,2,plaque,dend,66.68550656478087
20,2,plaque,dend,64.8230119985442
20,2,plaque,dend,66.91856963540822
20,2,plaque,dend,67.0420399117065
20,2,plaque,dend,67.29515424635832
20,2,plaque,dend,65.61316169814707
20,2,plaque,dend,65.69165757890056
20,2,plaque,dend,67.05012760094556
20,2,plaque,dend,64.55539240583056
20,2,plaque,dend,66.89932546560604
20,2,plaque,dend,66.32579943739121
20,2,plaque,dend,67.96883076199657
20,2,plaque,dend,65.72780424567664
20,2,plaque,dend,66.94617865617025
20,2,plaque,dend,65.53403282357041
20,2,plaque,dend,66.43876678804803
20,2,SAAeq,soma,4.367762606348812
20,2,SAAeq,soma,4.165451415474912
20,2,SAAeq,soma,3.527211464837727
20,2,SAAeq,soma,4.102727815370457
20,2,SAAeq,soma,5.068764083514225
20,2,SAAeq,soma,4.735361137298327
20,2,SAAeq,soma,4.225568969471496
20,2,SAAeq,soma,4.594800012742702
20,2,SAAeq,soma,5.095207367281311
20,2,SAAeq,soma,3.569663475288756
20,2,SAAeq,soma,4.554217522551681
20,2,SAAeq,soma,3.9249469460399595
20,2,SAAeq,soma,4.6687503444671705
20,2,SAAeq,soma,4.435906432160685
20,2,SAAeq,soma,5.349874250555935
20,2,SAAeq,soma,4.589132082642152
20,2,SAAeq,soma,5.63718871430266
20,2,SAAeq,soma,5.712025705595821
20,2,SAAeq,soma,4.3731211511527945
20,2,SAAeq,soma,4.647450913845255
20,2,SAAeq,soma,5.4938565022767705
20,2,SAAeq,soma,3.915764025239824
20,2,SAAeq,soma,4.600506660276885
20,2,SAAeq,soma,4.577333590704356
20,2,SAAeq,soma,3.9882174564310944
20,2,SAAeq,soma,5.518121369054612
20,2,SAAeq,soma,4.450874923776006
20,2,SAAeq,soma,4.677161787337624
20,2,SAAeq,soma,5.099723036158466
20,2,SAAeq,soma,4.554353139598092
20,2,SAAeq,soma,4.149255798667852
20,2,SAAeq,soma,4.550133811656153
20,2,SAAeq,soma,4.579514703317017
20,2,SAAeq,soma,5.619338174948673
20,2,SAAeq,soma,5.4089444260960065
20,2,SAAeq,soma,4.921896841358475
20,2,SAAeq,soma,4.493372430534457
20,2,SAAeq,soma,4.5676668394158355
20,2,SAAeq,soma,4.7888023126986425
20,2,SAAeq,soma,4.8248997400347875
20,2,SAAeq,soma,4.6567903639979065
20,2,SAAeq,soma,4.625960345624577
20,2,SAAeq,soma,4.233843559195073
20,2,SAAeq,soma,3.9656875063317543
20,2,SAAeq,soma,4.224234944429583
20,2,SAAeq,soma,4.364956403193638
20,2,SAAeq,soma,4.5427892133017735
20,2,SAAeq,soma,4.573132398897194
20,2,SAAeq,soma,4.741837299621437
20,2,SAAeq,soma,4.746808319975706
20,2,SAAeq,soma,5.0691405620049395
20,2,SAAeq,soma,5.396543525229454
20,2,SAAeq,soma,5.0462197066664345
20,2,SAAeq,soma,4.607941875526919
20,2,SAAeq,soma,4.130969717594468
20,2,SAAeq,soma,4.2307531688794455
20,2,SAAeq,soma,4.624365314279338
20,2,SAAeq,soma,5.648942510832796
20,2,SAAeq,soma,4.73416964760586
20,2,SAAeq,soma,4.4664805396569065
20,2,SAAeq,soma,4.951477061759157
20,2,SAAeq,soma,5.0089552597883085
20,2,SAAeq,soma,5.1098173397470035
20,2,SAAeq,soma,4.7304183412435705
20,2,SAAeq,soma,4.412255882845415
20,2,SAAeq,soma,5.3426276172700895
20,2,SAAeq,soma,4.967002571545827
20,2,SAAeq,soma,4.743081371615261
20,2,SAAeq,soma,4.4071410857971145
20,2,SAAeq,soma,4.910198397927836
20,2,SAAeq,soma,4.266195951837318
20,2,SAAeq,soma,3.9737542894355613
20,2,SAAeq,soma,4.716196301657668
20,2,SAAeq,soma,4.274650643193041
20,2,SAAeq,soma,4.371455611689029
20,2,SAAeq,soma,5.093077432021552
20,2,SAAeq,soma,5.006415352442282
20,2,SAAeq,soma,5.327914911111414
20,2,SAAeq,soma,4.304000167864963
20,2,SAAeq,soma,5.264002069462066
20,2,SAAeq,soma,4.22012289155542
20,2,SAAeq,soma,4.8052787751914465
20,2,SAAeq,soma,5.171796367577791
20,2,SAAeq,soma,4.278247359289793
20,2,SAAeq,soma,4.763680398018984
20,2,SAAeq,soma,4.16953383448579
20,2,SAAeq,soma,4.64566735622568
20,2,SAAeq,soma,4.66610827484385
20,2,SAAeq,soma,4.703615486457309
20,2,SAAeq,soma,4.769759311083398
20,2,SAAeq,soma,4.90513955501082
20,2,SAAeq,soma,4.51783648290278
20,2,SAAeq,soma,4.0638205790694
20,2,SAAeq,soma,4.352405100003956
20,2,SAAeq,soma,4.552664183211519
20,2,SAAeq,soma,4.47727603577669
20,2,SAAeq,soma,4.052793754094743
20,2,SAAeq,soma,5.824128273581913
20,2,SAAeq,soma,5.526824836355495
20,2,SAAeq,soma,4.619313352733464
20,2,SAAeq,dend,66.83846829715083
20,2,SAAeq,dend,67.17113250563432
20,2,SAAeq,dend,65.51752994736471
20,2,SAAeq,dend,66.1173044371743
20,2,SAAeq,dend,67.94166149634039
20,2,SAAeq,dend,67.68881034998893
20,2,SAAeq,dend,65.98532973516001
20,2,SAAeq,dend,66.77577993124633
20,2,SAAeq,dend,67.39689963465527
20,2,SAAeq,dend,65.28598458182387
20,2,SAAeq,dend,67.32037308999905
20,2,SAAeq,dend,67.25838441668166
20,2,SAAeq,dend,67.95098152635182
20,2,SAAeq,dend,65.29863347818052
20,2,SAAeq,dend,67.44853953271486
20,2,SAAeq,dend,66.50181524972665
20,2,SAAeq,dend,66.1704029347402
20,2,SAAeq,dend,67.55230056854296
20,2,SAAeq,dend,67.37576579773689
20,2,SAAeq,dend,67.51209750637999
20,2,SAAeq,dend,66.73306244078859
20,2,SAAeq,dend,66.64336171570017
20,2,SAAeq,dend,67.70717690084102
20,2,SAAeq,dend,66.57855909769019
20,2,SAAeq,dend,65.86904038742655
20,2,SAAeq,dend,67.10516116014402
20,2,SAAeq,dend,67.70136442935122
20,2,SAAeq,dend,66.9442953716054
20,2,SAAeq,dend,67.61405258056986
20,2,SAAeq,dend,68.00694501767236
20,2,SAAeq,dend,67.34115133145434
20,2,SAAeq,dend,66.83574349733448
20,2,SAAeq,dend,68.1822792981736
20,2,SAAeq,dend,67.23810347184734
20,2,SAAeq,dend,68.35292397466479
20,2,SAAeq,dend,66.9727648032509
20,2,SAAeq,dend,67.14833704559628
20,2,SAAeq,dend,67.39406558912091
20,2,SAAeq,dend,67.46997935779524
20,2,SAAeq,dend,67.38042090622997
20,2,SAAeq,dend,62.60758275632651
20,2,SAAeq,dend,67.0758000701238
20,2,SAAeq,dend,65.95698422697326
20,2,SAAeq,dend,66.70187021371187
20,2,SAAeq,dend,67.18119434516157
20,2,SAAeq,dend,66.65993960249126
20,2,SAAeq,dend,67.65265440303001
20,2,SAAeq,dend,66.23320153646657
20,2,SAAeq,dend,65.63348500104819
20,2,SAAeq,dend,66.87485009981928
20,2,SAAeq,dend,65.34910653914812
20,2,SAAeq,dend,67.46780553847519
20,2,SAAeq,dend,67.58745249306693
20,2,SAAeq,dend,65.98469765943399
20,2,SAAeq,dend,66.74499166639438
20,2,SAAeq,dend,67.86462657778729
20,2,SAAeq,dend,67.91582520512786
20,2,SAAeq,dend,66.570635592388
20,2,SAAeq,dend,67.6803488838071
20,2,SAAeq,dend,64.45950279443218
20,2,SAAeq,dend,65.6502764233949
20,2,SAAeq,dend,66.50125896046488
20,2,SAAeq,dend,68.02091541772694
20,2,SAAeq,dend,66.86801985897829
20,2,SAAeq,dend,66.57087081502168
20,2,SAAeq,dend,66.4010289931876
20,2,SAAeq,dend,66.94988284804475
20,2,SAAeq,dend,67.82898695330414
20,2,SAAeq,dend,66.62669372551872
20,2,SAAeq,dend,68.0385575084482
20,2,SAAeq,dend,67.29510833732128
20,2,SAAeq,dend,66.7764424801534
20,2,SAAeq,dend,67.07039456801196
20,2,SAAeq,dend,67.24652557114487
20,2,SAAeq,dend,68.06256929364409
20,2,SAAeq,dend,67.94920262297674
20,2,SAAeq,dend,66.66740863708188
20,2,SAAeq,dend,67.60308735111185
20,2,SAAeq,dend,64.51918691007499
20,2,SAAeq,dend,66.94538742389659
20,2,SAAeq,dend,66.86341140117399
20,2,SAAeq,dend,66.43884747168872
20,2,SAAeq,dend,67.22541720605518
20,2,SAAeq,dend,66.82169268570826
20,2,SAAeq,dend,66.88118013514104
20,2,SAAeq,dend,67.22518914497
20,2,SAAeq,dend,68.05978693675884
20,2,SAAeq,dend,66.20716580562146
20,2,SAAeq,dend,68.24860388451675
20,2,SAAeq,dend,66.5344000622796
20,2,SAAeq,dend,66.54230498748356
20,2,SAAeq,dend,67.84974913376612
20,2,SAAeq,dend,67.2419087441238
20,2,SAAeq,dend,67.32540740374492
20,2,SAAeq,dend,68.0127561267689
20,2,SAAeq,dend,67.4076270430481
20,2,SAAeq,dend,67.08627622968973
20,2,SAAeq,dend,67.10035715505843
20,2,SAAeq,dend,67.25446153133598
20,2,SAAeq,dend,66.65319269037501
20,2,SAAred,soma,5.088106679820015
20,2,SAAred,soma,4.719811295886544
20,2,SAAred,soma,4.118315852715874
20,2,SAAred,soma,4.126130766014519
20,2,SAAred,soma,5.3590098019085275
20,2,SAAred,soma,3.91261721312425
20,2,SAAred,soma,4.028481098174332
20,2,SAAred,soma,4.013326495062842
20,2,SAAred,soma,3.8149772059594937
20,2,SAAred,soma,4.112346516174796
20,2,SAAred,soma,4.34666523017021
20,2,SAAred,soma,3.7022519504792086
20,2,SAAred,soma,3.9457678390775683
20,2,SAAred,soma,4.652400198689165
20,2,SAAred,soma,4.205640058136268
20,2,SAAred,soma,3.9998481233326686
20,2,SAAred,soma,4.795095328518279
20,2,SAAred,soma,4.145118967091072
20,2,SAAred,soma,4.3474286202865855
20,2,SAAred,soma,5.028905013945462
20,2,SAAred,soma,4.259731097624382
20,2,SAAred,soma,4.239349510992767
20,2,SAAred,soma,4.195280978518561
20,2,SAAred,soma,5.0551010000344405
