spines,branch_third,condition,compartment,peak_voltage
20,2,SAAred,soma,5.088761207468238
20,2,SAAred,soma,5.0097063115266565
20,2,SAAred,soma,3.5777734979389493
20,2,SAAred,soma,4.2446458057267265
20,2,SAAred,soma,4.428911528743356
20,2,SAAred,soma,4.022163099039766
20,2,SAAred,soma,4.282164299773811
20,2,SAAred,soma,4.792676760400326
20,2,SAAred,soma,5.070998919651544
20,2,SAAred,soma,4.190188030201533
20,2,SAAred,soma,4.019583538717946
20,2,SAAred,soma,5.454220767815286
20,2,SAAred,soma,4.699822334086093
20,2,SAAred,soma,4.8256815554640085
20,2,SAAred,soma,3.394932957900913
20,2,SAAred,soma,3.997384395612876
20,2,SAAred,soma,3.6245013569993816
20,2,SAAred,soma,5.1513553672015036
20,2,SAAred,soma,4.187495514763306
20,2,SAAred,soma,4.996324431828697
20,2,SAAred,soma,3.876228613587209
20,2,SAAred,soma,5.173886853407389
20,2,SAAred,soma,4.429532025441162
20,2,SAAred,soma,3.8389958885011453
20,2,SAAred,soma,5.5597710208177915
20,2,SAAred,soma,4.536231585783867
20,2,SAAred,soma,4.143441235707279
20,2,SAAred,soma,4.447758074823895
20,2,SAAred,soma,3.4815661719168602
20,2,SAAred,soma,4.933469407955307
20,2,SAAred,soma,3.4283260437882177
20,2,SAAred,soma,4.540828329093863
20,2,SAAred,soma,4.321846104657531
20,2,SAAred,soma,4.6850853608011676
20,2,SAAred,soma,4.727281252047206
20,2,SAAred,soma,4.461885129467767
20,2,SAAred,soma,4.405039348334341
20,2,SAAred,soma,4.809217118775507
20,2,SAAred,soma,3.739427606770171
20,2,SAAred,soma,4.246787465047511
20,2,SAAred,soma,4.002802619571824
20,2,SAAred,soma,4.501249622143355
20,2,SAAred,dend,65.98005551340397
20,2,SAAred,dend,63.72542966098737
20,2,SAAred,dend,63.88395816284742
20,2,SAAred,dend,65.81585214393546
20,2,SAAred,dend,62.91138047071446
20,2,SAAred,dend,65.6256019288177
20,2,SAAred,dend,66.65134996345805
20,2,SAAred,dend,64.59972964480303
20,2,SAAred,dend,66.50455655708993
20,2,SAAred,dend,66.87300816199586
20,2,SAAred,dend,64.3957017408387
20,2,SAAred,dend,66.51967663343551
20,2,SAAred,dend,65.35925442219144
20,2,SAAred,dend,63.05751623928108
20,2,SAAred,dend,66.1502107703147
20,2,SAAred,dend,65.44140824736444
20,2,SAAred,dend,64.54165269092836
20,2,SAAred,dend,66.00039828256013
20,2,SAAred,dend,66.28429205623947
20,2,SAAred,dend,63.204947630309135
20,2,SAAred,dend,64.73429018793352
20,2,SAAred,dend,67.8125138475711
20,2,SAAred,dend,63.21569506783347
20,2,SAAred,dend,63.820068505983976
20,2,SAAred,dend,66.35083429994947
20,2,SAAred,dend,66.70733920945284
20,2,SAAred,dend,65.29617863490998
20,2,SAAred,dend,67.32001177310302
20,2,SAAred,dend,65.54599131212689
20,2,SAAred,dend,65.25568174163928
20,2,SAAred,dend,63.50711494294024
20,2,SAAred,dend,65.39904045527308
20,2,SAAred,dend,67.34803970573915
20,2,SAAred,dend,67.8805606736094
20,2,SAAred,dend,65.26337640793535
20,2,SAAred,dend,64.69814867272581
20,2,SAAred,dend,63.92536334775161
20,2,SAAred,dend,67.38136665982981
20,2,SAAred,dend,64.51579891977194
20,2,SAAred,dend,66.30513299045612
20,2,SAAred,dend,65.90357599197202
20,2,SAAred,dend,66.58855687394741
20,2,SAAred,dend,63.62822605280138
20,2,SAAred,dend,66.9742820268017
20,2,SAAred,dend,67.03142043052478
20,2,SAAred,dend,66.26508344466609
20,2,SAAred,dend,67.34216053179502
20,2,SAAred,dend,65.76543008994217
20,2,SAAred,dend,63.62247272541209
20,2,SAAred,dend,65.49294977464893
20,3,WT,soma,4.35775449719106
20,3,WT,soma,5.083744820206974
20,3,WT,soma,4.078692410535162
20,3,WT,soma,3.939309999064669
20,3,WT,soma,4.489518783363756
20,3,WT,soma,4.368369712481119
20,3,WT,soma,4.239174589253047
20,3,WT,soma,4.778839091167342
20,3,WT,soma,5.47701663611614
20,3,WT,soma,4.618638597045212
20,3,WT,soma,5.211779275876793
20,3,WT,soma,4.8469466801404835
20,3,WT,soma,4.268436451785696
20,3,WT,soma,4.707139526014828
20,3,WT,soma,4.114650303727288
20,3,WT,soma,4.536187196985729
20,3,WT,soma,4.4089679218573465
20,3,WT,soma,4.882193843234759
20,3,WT,soma,4.808255269754831
20,3,WT,soma,5.134635161164383
20,3,WT,soma,4.09928093751347
20,3,WT,soma,4.174970574054797
20,3,WT,soma,4.481116446643604
20,3,WT,soma,4.695652779780843
20,3,WT,soma,4.017362719499964
20,3,WT,soma,4.663330842872611
20,3,WT,soma,4.282561460633296
20,3,WT,soma,5.148078626748216
20,3,WT,soma,4.591970063601501
20,3,WT,soma,4.425779750563812
20,3,WT,soma,4.018589948676464
20,3,WT,soma,4.447670591877575
20,3,WT,soma,4.261963615456828
20,3,WT,soma,5.222046907417699
20,3,WT,soma,4.155224584026044
20,3,WT,soma,5.7904326528411545
20,3,WT,soma,4.12988480525199
20,3,WT,soma,4.732919088016054
20,3,WT,soma,4.480101603022412
20,3,WT,soma,4.882249019468212
20,3,WT,soma,4.9014268691222185
20,3,WT,soma,4.916222943969522
20,3,WT,soma,4.814835623834689
20,3,WT,soma,4.6110340051527885
20,3,WT,soma,5.00040004143608
20,3,WT,soma,4.020343335577664
20,3,WT,soma,3.918877978146135
20,3,WT,soma,4.772592938335784
20,3,WT,soma,4.021702549015252
20,3,WT,soma,5.365668658452535
20,3,WT,dend,64.62407744336498
20,3,WT,dend,66.02802689038003
20,3,WT,dend,65.04320509462706
20,3,WT,dend,64.80133711527994
20,3,WT,dend,66.62372770933526
20,3,WT,dend,66.04931878171195
20,3,WT,dend,65.6196810499838
20,3,WT,dend,66.0234802416545
20,3,WT,dend,65.47935734696453
20,3,WT,dend,64.35754058273317
20,3,WT,dend,65.4877996413383
20,3,WT,dend,65.38265373161525
20,3,WT,dend,65.96213453489501
20,3,WT,dend,64.80524361904646
20,3,WT,dend,65.8160753547655
20,3,WT,dend,65.61670713311388
20,3,WT,dend,65.7781603148236
20,3,WT,dend,64.83239757228593
20,3,WT,dend,64.77950418847192
20,3,WT,dend,65.67522642487846
20,3,WT,dend,64.28524887401596
20,3,WT,dend,66.40346765172345
20,3,WT,dend,65.0505298284192
20,3,WT,dend,65.34388239013532
20,3,WT,dend,64.18881278687574
20,3,WT,dend,64.4675616180563
20,3,WT,dend,65.48563803511665
20,3,WT,dend,65.12558267961987
20,3,WT,dend,65.14515668686929
20,3,WT,dend,66.27526722532848
20,3,WT,dend,64.26263124183058
20,3,WT,dend,66.15261312073642
20,3,WT,dend,65.84706237506923
20,3,WT,dend,62.139632439233424
20,3,WT,dend,64.48275323312721
20,3,WT,dend,61.370776838007075
20,3,WT,dend,65.05653264407071
20,3,WT,dend,64.1340666472095
20,3,WT,dend,65.42267497570299
20,3,WT,dend,66.19117772441666
20,3,WT,dend,66.05282403888194
20,3,WT,dend,64.99328591842796
20,3,WT,dend,65.76743554152768
20,3,WT,dend,66.04019509014992
20,3,WT,dend,66.04595757909918
20,3,WT,dend,66.47595564896048
20,3,WT,dend,66.20851506082592
20,3,WT,dend,64.80670905499913
20,3,WT,dend,66.01740269535813
20,3,WT,dend,64.54289219761488
20,3,plaque,soma,5.002131148550411
20,3,plaque,soma,4.23284749887906
20,3,plaque,soma,4.420897921276293
20,3,plaque,soma,4.465013951424318
20,3,plaque,soma,3.890763092919201
20,3,plaque,soma,4.876547065999354
20,3,plaque,soma,4.444560247356854
20,3,plaque,soma,4.310557773454214
20,3,plaque,soma,4.263281593482191
20,3,plaque,soma,3.638394284045411
20,3,plaque,soma,4.464177204184466
20,3,plaque,soma,4.403974520071273
20,3,plaque,soma,4.740226443775562
20,3,plaque,soma,4.173503760564401
20,3,plaque,soma,4.826093954476633
20,3,plaque,soma,5.202394674730385
20,3,plaque,soma,5.034709863049315
20,3,plaque,soma,4.885172083543992
20,3,plaque,soma,4.572619274738166
20,3,plaque,soma,4.5777613859079125
20,3,plaque,soma,4.667934145535924
20,3,plaque,soma,5.477004072604025
20,3,plaque,soma,4.081255181320643
20,3,plaque,soma,5.116486589861992
20,3,plaque,soma,4.826668763106504
20,3,plaque,soma,3.9082476081936264
20,3,plaque,soma,3.93590707161043
20,3,plaque,soma,4.816501907619781
20,3,plaque,soma,4.572618908511188
20,3,plaque,soma,4.035645036111482
20,3,plaque,soma,5.381986292436274
20,3,plaque,soma,4.456150875728916
20,3,plaque,soma,4.7642255969562015
20,3,plaque,soma,4.959298592762799
20,3,plaque,soma,3.9202877405859056
20,3,plaque,soma,4.631609203651543
20,3,plaque,soma,4.376321176447483
20,3,plaque,soma,5.027965315984233
20,3,plaque,soma,4.694694913956219
20,3,plaque,soma,4.606511992333132
20,3,plaque,soma,5.076964614112313
20,3,plaque,soma,4.648965351293732
20,3,plaque,soma,4.288325134555691
20,3,plaque,soma,4.68001102903154
20,3,plaque,soma,4.507588822056647
20,3,plaque,soma,4.242510077350055
20,3,plaque,soma,4.510529867576857
20,3,plaque,soma,4.84797977739678
20,3,plaque,soma,4.280213754525903
20,3,plaque,soma,4.402618868536081
20,3,plaque,dend,66.02773555302561
20,3,plaque,dend,65.04261441389002
20,3,plaque,dend,66.38115005166705
20,3,plaque,dend,66.37262515107591
20,3,plaque,dend,64.26507849284161
20,3,plaque,dend,66.38044969401146
20,3,plaque,dend,66.42813515076458
20,3,plaque,dend,65.50099176274314
20,3,plaque,dend,66.13504079156674
20,3,plaque,dend,65.77169238141462
20,3,plaque,dend,66.69134638992291
20,3,plaque,dend,66.0669120363649
20,3,plaque,dend,63.97274358669398
20,3,plaque,dend,66.14424120404752
20,3,plaque,dend,65.09248376859307
20,3,plaque,dend,66.46853005536245
20,3,plaque,dend,64.85113723246704
20,3,plaque,dend,66.16979625319297
20,3,plaque,dend,65.7882708253392
20,3,plaque,dend,66.46243694527583
20,3,plaque,dend,66.60645126993508
20,3,plaque,dend,65.48877316401123
20,3,plaque,dend,65.059576673014
20,3,plaque,dend,64.41945307476821
20,3,plaque,dend,66.87915273716277
20,3,plaque,dend,64.7204600955791
20,3,plaque,dend,65.873665249582
20,3,plaque,dend,65.69380615519562
20,3,plaque,dend,65.78380652061784
20,3,plaque,dend,65.06817044537026
20,3,plaque,dend,65.19342066611608
20,3,plaque,dend,66.35921580614063
20,3,plaque,dend,65.41193352579083
20,3,plaque,dend,66.41048009108019
20,3,plaque,dend,65.4067830295936
20,3,plaque,dend,65.44287385666861
20,3,plaque,dend,65.25431256606147
20,3,plaque,dend,65.54139646097926
20,3,plaque,dend,65.43780795406117
20,3,plaque,dend,64.9451990952651
20,3,plaque,dend,64.6417141382322
20,3,plaque,dend,66.12130835365637
20,3,plaque,dend,66.25580637815523
20,3,plaque,dend,66.69825035589874
20,3,plaque,dend,63.73245310737783
20,3,plaque,dend,65.35949168203479
20,3,plaque,dend,65.61675675196084
20,3,plaque,dend,64.68891131671094
20,3,plaque,dend,66.30540276805405
20,3,plaque,dend,66.33303838666413
20,3,SAAeq,soma,4.771601342525486
20,3,SAAeq,soma,5.129041764429033
20,3,SAAeq,soma,4.551332925960459
20,3,SAAeq,soma,5.226878650476124
20,3,SAAeq,soma,4.460573075355477
20,3,SAAeq,soma,4.802112721308944
20,3,SAAeq,soma,5.640074871025746
20,3,SAAeq,soma,5.328319868558758
20,3,SAAeq,soma,5.104633366262647
20,3,SAAeq,soma,4.533170279209401
20,3,SAAeq,soma,4.90388233673675
20,3,SAAeq,soma,3.976819879011373
20,3,SAAeq,soma,5.827166152110962
20,3,SAAeq,soma,4.634103845990268
20,3,SAAeq,soma,4.0059016203194275
20,3,SAAeq,soma,4.14550987850933
20,3,SAAeq,soma,4.119293980779432
20,3,SAAeq,soma,4.4216575394699404
20,3,SAAeq,soma,4.296447845223142
20,3,SAAeq,soma,5.696650659205254
20,3,SAAeq,soma,4.388084608649557
20,3,SAAeq,soma,5.03414422976153
20,3,SAAeq,soma,6.065734477111555
20,3,SAAeq,soma,5.041975807945917
20,3,SAAeq,soma,4.576245785673798
20,3,SAAeq,soma,4.676894421173486
20,3,SAAeq,soma,4.046987328088711
20,3,SAAeq,soma,4.35268831128937
20,3,SAAeq,soma,4.43444767586805
20,3,SAAeq,soma,4.665534490989785
20,3,SAAeq,soma,4.906722721159888
20,3,SAAeq,soma,5.20685479373477
20,3,SAAeq,soma,4.423677792017273
20,3,SAAeq,soma,4.762582418258354
20,3,SAAeq,soma,4.973619075935119
20,3,SAAeq,soma,4.130447052771842
20,3,SAAeq,soma,5.132085645285493
20,3,SAAeq,soma,5.517790944134141
20,3,SAAeq,soma,4.14483318645587
20,3,SAAeq,soma,4.260862552226044
20,3,SAAeq,soma,3.970979411527658
20,3,SAAeq,soma,4.8278626639194755
20,3,SAAeq,soma,4.734029391940602
20,3,SAAeq,soma,5.183018149191575
20,3,SAAeq,soma,4.1170777363232745
20,3,SAAeq,soma,5.253211659793379
20,3,SAAeq,soma,5.167641263641549
20,3,SAAeq,soma,4.744307822877488
20,3,SAAeq,soma,4.319066658442416
20,3,SAAeq,soma,5.160689936870078
20,3,SAAeq,dend,66.44330726580426
20,3,SAAeq,dend,64.30625399277186
20,3,SAAeq,dend,66.87144614806184
20,3,SAAeq,dend,66.65208004846835
20,3,SAAeq,dend,67.15212977117139
20,3,SAAeq,dend,66.54947199817767
20,3,SAAeq,dend,65.38524226093205
20,3,SAAeq,dend,66.00968296800383
20,3,SAAeq,dend,67.25735750675284
20,3,SAAeq,dend,65.17953430369953
20,3,SAAeq,dend,66.42327706282244
20,3,SAAeq,dend,65.99683556078239
20,3,SAAeq,dend,67.43925393602895
20,3,SAAeq,dend,66.29612850636464
20,3,SAAeq,dend,66.37159478412077
20,3,SAAeq,dend,66.71353641115657
20,3,SAAeq,dend,66.0313325860843
20,3,SAAeq,dend,66.62790814005726
20,3,SAAeq,dend,65.16027382138564
20,3,SAAeq,dend,66.66383514183195
20,3,SAAeq,dend,67.10998826680753
20,3,SAAeq,dend,67.02006458306401
20,3,SAAeq,dend,67.56460693902783
20,3,SAAeq,dend,66.8432623028421
20,3,SAAeq,dend,66.86675101875896
20,3,SAAeq,dend,66.71002746382545
20,3,SAAeq,dend,66.12994348713421
20,3,SAAeq,dend,66.46818582159814
20,3,SAAeq,dend,66.51426983550789
20,3,SAAeq,dend,67.34967099083354
20,3,SAAeq,dend,67.25899023815018
20,3,SAAeq,dend,64.30222883142777
20,3,SAAeq,dend,66.49479756195575
20,3,SAAeq,dend,66.86753897541506
20,3,SAAeq,dend,65.5552649173111
20,3,SAAeq,dend,66.08731268214852
20,3,SAAeq,dend,64.98582762599808
20,3,SAAeq,dend,67.29971996291088
20,3,SAAeq,dend,65.20220372556226
20,3,SAAeq,dend,66.71748854086766
20,3,SAAeq,dend,65.08205126193441
20,3,SAAeq,dend,67.11139672613227
20,3,SAAeq,dend,67.21836611889616
20,3,SAAeq,dend,66.51545380225994
20,3,SAAeq,dend,67.23112982657705
20,3,SAAeq,dend,67.26866496996813
20,3,SAAeq,dend,67.28307641437986
20,3,SAAeq,dend,66.81926386115983
20,3,SAAeq,dend,66.5708513864917
20,3,SAAeq,dend,66.52444317837228
20,3,SAAred,soma,4.964529091349462
20,3,SAAred,soma,4.235591989173479
20,3,SAAred,soma,4.615045930700916
20,3,SAAred,soma,5.048387244363369
20,3,SAAred,soma,4.877123919379791
20,3,SAAred,soma,3.7080421441327474
20,3,SAAred,soma,5.380158842656677
20,3,SAAred,soma,4.32041876646295
20,3,SAAred,soma,3.896066980287479
20,3,SAAred,soma,3.320675609374618
20,3,SAAred,soma,3.798882239723227
20,3,SAAred,soma,5.136817146119057
20,3,SAAred,soma,3.3201763325734888
20,3,SAAred,soma,4.6822950113609
20,3,SAAred,soma,4.77889023488499
20,3,SAAred,soma,3.87033713710872
20,3,SAAred,soma,3.3555780407478366
20,3,SAAred,soma,4.804733011899955
20,3,SAAred,soma,3.8848854226077734
20,3,SAAred,soma,4.284969228307062
20,3,SAAred,soma,4.629209717625777
20,3,SAAred,soma,4.5445625958896585
20,3,SAAred,soma,5.095915282294158
20,3,SAAred,soma,4.355902934603272
20,3,SAAred,soma,3.843077737228157
20,3,SAAred,soma,4.312949350452527
20,3,SAAred,soma,4.695788887850561
20,3,SAAred,soma,3.6766269510552547
20,3,SAAred,soma,4.249316928644532
20,3,SAAred,soma,4.7952863098869685
20,3,SAAred,soma,3.9665629342975777
20,3,SAAred,soma,4.651354470809267
20,3,SAAred,soma,4.881637870329591
20,3,SAAred,soma,4.4181821320304095
20,3,SAAred,soma,4.178893884414748
20,3,SAAred,soma,4.091219660727084
20,3,SAAred,soma,4.2335787344209095
20,3,SAAred,soma,4.101496347103804
20,3,SAAred,soma,5.907725492569753
20,3,SAAred,soma,3.8858555289012813
20,3,SAAred,soma,4.267324068491007
20,3,SAAred,soma,4.714875220843261
20,3,SAAred,soma,4.682466876252839
20,3,SAAred,soma,4.622428168377681
20,3,SAAred,soma,4.858688176871745
20,3,SAAred,soma,4.520708165074296
20,3,SAAred,soma,3.6019762394271027
20,3,SAAred,soma,3.41551527256226
20,3,SAAred,soma,4.190698400104623
20,3,SAAred,soma,5.642057584428244
20,3,SAAred,dend,66.03482468229998
20,3,SAAred,dend,66.35922244798901
20,3,SAAred,dend,65.77110592980391
20,3,SAAred,dend,63.75767873090442
20,3,SAAred,dend,66.66315097585088
20,3,SAAred,dend,65.17221575463832
20,3,SAAred,dend,62.90616338345294
20,3,SAAred,dend,66.10004872394256
20,3,SAAred,dend,64.4049267601019
20,3,SAAred,dend,60.65977512304556
20,3,SAAred,dend,63.62329172900738
20,3,SAAred,dend,66.11624967283903
20,3,SAAred,dend,61.75320780222225
20,3,SAAred,dend,63.349687647707455
20,3,SAAred,dend,66.2789032603248
20,3,SAAred,dend,65.90383635287577
20,3,SAAred,dend,64.71862927773948
20,3,SAAred,dend,66.20459042756936
20,3,SAAred,dend,65.89670102750105
20,3,SAAred,dend,65.89593379103158
20,3,SAAred,dend,65.02839680086693
20,3,SAAred,dend,64.62673737318676
20,3,SAAred,dend,64.37371993542367
20,3,SAAred,dend,65.60196773757939
20,3,SAAred,dend,64.53810457806968
20,3,SAAred,dend,66.31116649653526
20,3,SAAred,dend,64.19404816741982
20,3,SAAred,dend,64.06914558979815
20,3,SAAred,dend,65.37104418803793
20,3,SAAred,dend,66.20739669457917
20,3,SAAred,dend,64.92223342425778
20,3,SAAred,dend,65.52725996437356
20,3,SAAred,dend,65.87027548945969
20,3,SAAred,dend,62.83912000112393
20,3,SAAred,dend,65.58487650078345
20,3,SAAred,dend,65.84792159658195
20,3,SAAred,dend,65.54655988722614
20,3,SAAred,dend,65.31001740782624
20,3,SAAred,dend,62.762150042085025
20,3,SAAred,dend,65.0596964681128
20,3,SAAred,dend,66.04781239036122
20,3,SAAred,dend,64.82851086205964
20,3,SAAred,dend,64.76503436290143
20,3,SAAred,dend,64.11403582232555
20,3,SAAred,dend,65.20246441444348
20,3,SAAred,dend,65.15531089907074
20,3,SAAred,dend,62.502368380444125
20,3,SAAred,dend,63.384524261226844
20,3,SAAred,dend,64.96508369255815
20,3,SAAred,dend,65.88632207249718
