n_spines,trial,WT_soma,WT_dend,SAAeq_soma,SAAeq_dend,SAAred_soma,SAAred_dend
11,2,1.07401722466318,39.4062595948737,1.141113306658795,39.66017177020811,0.29281110966078927,17.406005198822015
11,3,0.9696007977640306,41.15547614639986,1.0297522796035707,41.53015013756301,0.2551609562377024,19.77953013871994
11,4,0.9009257717864472,40.12865968013754,0.9574953740389702,40.3917115885486,0.17859846122787815,15.258347061777172
13,1,1.3130415563702371,38.33981874621891,1.3932807368150293,38.72202813837919,0.6182934681349082,10.780540034132258
13,2,1.0277788021961385,41.69762689296262,1.0919653747812816,42.015444754589616,0.45202614255904905,24.14614074961937
13,3,1.26735550027891,40.855350712265775,1.3443506524900641,41.201998462031824,0.5417274937369712,20.05924079129636
13,4,1.2286205683247005,41.13368571571632,1.3038156303926343,41.39510922074763,0.49234721446929086,21.20550876983141
15,1,1.3635269226309674,42.573209411348884,1.4460489274181185,42.93698753349328,0.3630606608182916,23.757610945244323
15,2,1.2628794466472044,40.35762916031902,1.3406961235340873,40.67417760822492,0.5706837001731344,16.657417810516208
15,3,1.2040113655708922,44.72916552802761,1.2771441397159435,45.04579876477081,0.38110148963804136,24.80311086814264
15,4,1.1998322982816063,44.39752246582288,1.2730354240302688,44.7520344761692,0.4048234008628526,25.703995902202564
17,1,1.6091365214742126,42.68486227740112,1.705327713254377,43.11858088774172,0.6860615768097631,21.873967980766928
17,2,1.3933189285728673,44.791267135698384,1.4777204337080008,45.04641745632611,0.5372584378028762,28.227716733108295
17,3,1.27890135099382,44.706901909440866,1.3560937940924873,44.90428438274358,0.6711076001877956,25.878420995656825
17,4,1.314481304344639,43.72863047410634,1.3940802060802042,43.96502318084362,0.5946765021752611,25.88767957445657
19,1,1.4165394024166176,48.1327340796749,1.5016072183599363,48.54186236406039,0.6713048489024516,25.870887338677093
19,2,1.3056937162931064,46.16691190840951,1.384847804679012,46.577622771115884,0.454862507101069,28.00101982963855
19,3,1.3911749653422874,45.82767191683651,1.4747500342370898,46.26161917547379,0.6093569983488152,22.577572226631368
19,4,1.6012695032581234,46.55839732416037,1.6967383530838447,46.90260734150753,0.637721589321302,27.68600598932376
21,1,1.6205488393238454,46.08044126356155,1.7167769797433579,46.530725131947335,0.7994059171494712,28.829725137702674
21,2,0.9982040544158082,48.68396533538858,1.0600287472484808,48.914611291066976,0.43328963911706353,25.32862562772467
21,3,1.6178152692515084,48.11139842595324,1.713520147651181,48.52170059355529,0.7556691689074739,30.199896715742653
21,4,1.3624164945182287,45.14722109832361,1.4442133322701665,45.68876885512596,0.8936556535242346,25.12478367655511
23,1,1.5367566000286246,46.712916372443516,1.6282365157456837,47.062058734275396,0.582110794095982,25.81790563724396
23,2,1.199068081920771,45.9899633048484,1.272014351285634,46.261907923653425,0.7278023981453146,30.005520430345413
23,3,1.723297075413015,49.11386400503805,1.8249575411234247,49.440924106064315,0.6096962682791229,25.921045867927837
23,4,1.6576219643374372,49.01942976596197,1.7558413928220773,49.2899024475785,0.8147691586958672,29.24054730747479
25,1,1.538258670790924,50.34495983306225,1.629825946007486,50.8241695452634,0.9974404679083904,29.910673160171278
25,2,1.3284972153716126,50.69045108998024,1.408707041143387,51.06093825358619,0.7663907566490735,33.90398615451671
25,3,1.859302894398354,48.90357447171094,1.9687183413649336,49.14689410809177,0.8142270886837508,29.515485154945736
25,4,1.5373995075529905,48.653334870486944,1.6288986779844663,48.759003280710125,0.7593029932762079,30.211714357106892
27,1,1.5390163468626241,48.39242074261984,1.630573297183247,48.510588029337676,0.6918482203535348,30.203089963047333
27,2,2.016785174379038,46.15112410814345,2.135844594893058,46.623649892124945,1.0814677405097939,27.00723809700301
27,3,1.9525681560891002,49.35599708021275,2.067525225215448,49.548180440881026,0.9957238504387078,30.484823872727922
27,4,2.05177161676599,48.27103361765442,2.1730441471878805,48.703076136290036,1.0708654273752956,26.66162813559386
29,1,1.8677323496606277,51.12843145992203,1.9778275290737923,51.67949833227283,1.0968578364150687,29.99728160963948
29,2,1.5514096481191757,50.95553029357359,1.6436546760234734,51.319390261267756,0.8962474325795,32.51305707206084
29,3,1.745547172121121,51.34024105912256,1.8482200371635997,51.80771481159262,0.786696884113212,31.178866122187266
29,4,1.778445798609468,52.21514176568553,1.8832629250809418,52.65627353825846,0.8071188299985863,32.50071155078167
31,1,1.739981150877739,50.63826960921627,1.842689247535148,51.11266899036129,1.2517438670644196,28.638546486510016
31,2,1.5395330773955607,53.05648632411285,1.6310148912696292,53.29771816094911,0.8516828856509875,35.154323927254296
31,3,1.9430073925411477,51.4378552036374,2.0572706267067105,51.880394024423744,0.9116021545733446,33.23198016028104
31,4,1.7278996814241765,47.545007452023015,1.8299058746140417,47.63522261077615,0.8459144837237744,28.8568274686468
33,1,1.8429529189948965,52.2739097360037,1.951490854840614,52.62187885233835,1.0173261400511535,35.796035822918874
33,2,1.7312130899969134,53.19795581705102,1.833326623315429,53.41003957952754,1.008093650170494,35.20291527384403
33,3,2.0379532539477623,51.88379223715501,2.1578966180038464,52.29055586774949,1.1792705928960174,31.997519630335717
33,4,1.904868404571019,52.68776404587248,2.0171183351170896,53.01714684426442,0.9363987546127106,36.5602099485271
35,1,1.955479915525288,53.5017328050083,2.0706805738548297,53.74770089293044,1.209127290134802,29.99587369549711
35,2,1.6341278367854528,54.166516194054196,1.7307107860945337,54.31776352844692,0.6978569528646403,30.738274029889062
35,3,2.0078975873546483,53.277870237640236,2.1258301297212654,53.5983715821086,1.0758880242039055,29.84432514318579
35,4,1.828184967832982,53.963006134969,1.9357264557738176,54.14302513966864,0.5871681406360807,32.67565543384154
37,1,1.817991335858153,54.908297803130054,1.92459240429055,55.0178135473963,1.0783688328896943,35.927820492721104
37,2,1.8971182325059175,54.486412202372286,2.0086255155111843,54.619072490011305,1.0089803974092462,37.50499988028992
37,3,2.001361607910809,54.10867590119906,2.118993942845563,54.27797945552778,0.8710683208269643,38.66433492878294
37,4,2.026458899655097,54.594614711352236,2.1458594443228804,54.73952606017547,1.1123068643793204,34.66349547925011
39,1,1.7701704075205384,55.26598055296987,1.8739759401575355,55.50561533817307,0.7619961612362687,38.871494807455804
39,2,1.7524902027176523,52.67797407499203,1.8554991499421476,52.8414270432454,0.8561287298139604,37.61634376598799
39,3,1.856876121398571,54.0951985996796,1.9654859617922682,54.18165198301427,1.1405889140118006,34.34285915147839
39,4,1.9898247494006682,54.433264243932996,2.1070086348786106,54.55639343872224,1.0276559247934927,36.24871009597962
41,1,1.9720543004133475,54.50094377537759,2.0878398569812333,54.58518322803052,1.0264491489023158,35.3754327177298
41,2,1.972082126378865,56.169891557361325,2.0878055811024723,56.541257241865104,1.145390770114787,36.87351559007835
41,3,2.0859491378886474,54.97064880058345,2.208542309958645,55.05989267185453,1.2410032103369417,35.46818310334741
41,4,2.014457476457764,54.68534091677793,2.1330469757324693,54.740762337372345,1.1103035896919806,37.973276100747256
43,1,2.0499104894017677,55.61953182348081,2.1704011733124418,56.02160755624081,0.7856445118997755,39.79473161059765
43,2,2.0313652236087307,55.658606899245804,2.1504798482674516,56.039811870394914,1.1487081810695372,39.78108832658448
43,3,2.049910489401782,55.619531823481445,2.1700290580066053,56.01296624169261,1.0575147647649032,40.28535481232586
43,4,2.21483147827675,53.9126966768128,2.346953714145968,54.043733939928,1.1774912776380546,36.59986664494187
45,1,1.9672559863362409,56.174131458280456,2.0824481656912894,56.577475391248555,0.8870468981101425,39.513068585137816
45,2,2.1216250752892876,54.830869608074785,2.2467517418981657,54.926766100520325,0.9791241607579764,38.20091419372505
45,3,1.885477334822383,56.54158867557683,1.9953819680756908,56.873284998445286,1.2428778979520274,37.37355135373815
45,4,2.1203656429222093,55.788923204349395,2.245393187739012,56.23704308053595,0.9542473053049889,33.585911561574385
47,1,2.221836760480514,56.360583276765205,2.3540582939891976,56.78532283890492,1.3764656224315956,38.150310171204175
47,2,2.116653576707975,54.514033573254096,2.2414498185951572,54.59474307488715,1.2209033754395762,35.18398263503551
47,3,1.8706444877169304,56.953684092625416,1.9796096210613854,57.268467759541096,0.8385175173058599,42.33462636061266
47,4,2.1418980137672037,56.488700275121865,2.2678252682199656,56.886713888540996,1.0783796635586782,41.604994153847855
49,1,2.2789946189858483,54.82493519777019,2.415747022304174,55.17656632023783,1.1127540535541414,36.90379905380905
49,2,1.9394646087944523,56.358686999436316,2.052847232136827,56.66378859857241,0.9179652248352852,36.586442457653895
49,3,2.2354729868591363,56.17686115568638,2.36793841027108,56.58993331133733,1.3039438741779605,41.59849554087731
49,4,2.237863328696122,56.41526445954951,2.370839394349474,56.815588495012236,1.3438798575181892,41.068655988193115
