n_spines,trial,WT_soma,WT_dend,SAAeq_soma,SAAeq_dend,SAAred_soma,SAAred_dend
1,1,0.05674151604017652,11.38695276617625,0.06787999393692701,11.665821838097038,0.06787999393692701,11.665821838097038
1,2,0.04112594510029055,10.359476189063344,0.051098510263202,10.586386863002673,0.051098510263202,10.586386863002673
1,3,0.028427217074295186,9.591393111869472,0.03742670002158377,9.809857915303233,0.03742670002158377,9.809857915303233
3,1,0.40181453020655056,22.907104364271632,0.4317394574456017,23.24770288555809,0.037478391288658486,9.81120526918319
3,2,0.38473992649147704,21.85688203228694,0.4137658130751163,22.138308241435034,0.051098510263202,10.586386863002694
3,3,0.4407626345926161,19.7563534167711,0.4742582336263581,20.077511547357084,0.11651909519231651,4.109591346022043
5,1,0.588540389598947,26.950532537298805,0.6286180983735647,27.229623859828905,0.1164719488553203,4.109893937708385
5,2,0.5623468690126714,26.919026269104158,0.6010528420822112,27.142834066776743,0.0890023136680469,7.9487434043063985
5,3,0.5177812253591725,28.39222248311929,0.5531773364322845,28.648522972331826,0.03742670002158377,9.809857915303262
7,1,0.9890430691281296,33.29108964982432,1.0508788911683666,33.60119395359098,0.1164719488553203,4.109893937708385
7,2,0.8239709925603194,32.850372285784665,0.877480495789996,33.14233429133384,0.0890023136680469,7.9487434043063985
7,3,0.8239709925603194,32.850372285784466,0.8769257949679314,33.15968593512139,0.11651909519231651,4.109591346022043
9,1,1.0425571000623677,37.50533502288073,1.1074587251961248,37.76897353968337,0.31513743753933454,13.229790106088089
9,2,0.8829021727633801,35.551215249201505,0.9394910874003273,35.858599005398986,0.2166988994787431,17.234451953428263
9,3,1.1416575450703874,35.42776425613552,1.212657655720804,35.67998153577861,0.2552982821271712,19.759655059595246
11,1,1.0956402245203236,34.397956701266175,1.164219900380175,34.84466665651223,0.23690345705868765,18.489703979859236
11,2,1.0469980121521303,40.472835379998074,1.112443926097356,40.84679165103464,0.28116757114295865,16.640362062728656
11,3,1.1358695294319432,37.950080698801486,1.2064907987876552,38.16621837016899,0.3151383759535946,13.226830673144768
13,1,1.130294159418895,39.61765675723683,1.1997339151282915,39.96476742839657,0.4357237229616402,18.111052713183533
13,2,0.8669514646232699,35.592508392724525,0.9221498788705702,35.92580888388325,0.25891234021052867,17.77762110098147
13,3,1.134273130803237,40.59397257409761,1.2047425666094256,40.790154222555046,0.4622749414295697,19.56946533470056
15,1,1.5401309124129057,39.56065303546916,1.6328456118652355,40.05118574926504,0.6183455013036365,10.772810186071645
15,2,1.0700267721561119,45.40903328119222,1.1363026813488801,45.64408708941082,0.393508910627105,25.188185531642134
15,3,1.3717414083255761,42.619339534101954,1.4552095704859198,43.08019360829972,0.4926000485999964,21.190112338382306
17,1,1.4110240976808228,42.470064210205166,1.4961199341295668,42.93057661225251,0.686323551882154,21.879772388093947
17,2,1.40530878190242,45.6349002032079,1.4906888047130593,45.856269304447224,0.7123299246893993,24.10374905727158
